Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
asiatisch,Dat,Sing,Masc,Pos,ADJ,Weak,asiatischen:14 | europäisch-asiatischen:1 | pazifisch-asiatischen:1
asiatisch,Acc,Plur,Masc,Pos,ADJ,Strong,asiatische:1 | asiatischen:1
auftreten,Acc,Plur,Masc,Pos,ADJ,Strong,aufgetretene:1 | auftretende:1
aufwendig,Dat,Sing,Fem,Pos,ADJ,Strong,aufwendigen:3 | aufwendiger:3
ausbauen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgebauten:1 | ausgebauter:1
ausbilden,Dat,Plur,Masc,Pos,ADJ,Strong,ausgebildeten:6 | ausgebildete:1
ausdrücklich,Dat,Sing,Fem,Pos,ADJ,Strong,ausdrücklicher:5 | ausdrücklichen:1
ausdrücklich,Acc,Sing,Fem,Pos,ADJ,Strong,ausdrückliche:4 | ausdrücklicher:1
ausführbar,Dat,Sing,Fem,Pos,ADJ,Strong,ausführbaren:1 | ausführbarer:1
ausführlich,Acc,Plur,Fem,Pos,ADJ,Weak,ausführliche:1 | ausführlichen:1
ausführlich,Dat,Sing,Masc,Pos,ADJ,Strong,ausführlichen:11 | ausführlichem:1
ausführlich,Dat,Plur,Fem,Pos,ADJ,Strong,ausführlichen:3 | ausführliche:1
ausgiebig,Dat,Sing,Masc,Pos,ADJ,Strong,ausgiebigem:1 | ausgiebigen:1
ausklügeln,Dat,Sing,Neut,Pos,ADJ,Strong,ausgeklügeltem:1 | ausgeklügelten:1
auslasten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgelastetem:1 | ausgelasteten:1
ausländisch,Acc,Plur,Masc,Pos,ADJ,Strong,ausländische:65 | ausländischen:1
ausländisch,Dat,Sing,Neut,Pos,ADJ,Strong,ausländischem:2 | ausländischen:1
ausländisch,Dat,Plur,Masc,Pos,ADJ,Strong,ausländischen:34 | ausländische:1
ausländisch,Dat,Sing,Fem,Pos,ADJ,Strong,ausländischen:5 | ausländischer:2
ausreichen,Dat,Sing,Masc,Pos,ADJ,Strong,ausreichendem:1 | ausreichenden:1
ausreichen,Dat,Sing,Neut,Pos,ADJ,Strong,ausreichendem:5 | ausreichenden:2
ausreichend,Dat,Sing,Neut,Pos,ADJ,Strong,ausreichendem:1 | ausreichenden:1
ausreichend,Dat,Sing,Fem,Pos,ADJ,Strong,ausreichenden:1 | ausreichender:1
ausschalten,Dat,Sing,Neut,Pos,ADJ,Strong,ausgeschaltetem:3 | ausgeschalteten:1
ausstehen,Acc,Plur,Fem,Pos,ADJ,Strong,ausstehende:2 | ausstehenden:1
aussuchen,Dat,Plur,Neut,Pos,ADJ,Strong,ausgesuchte:1 | ausgesuchten:1
auswählen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgewählten:1 | ausgewählter:1
automatisch,Dat,Sing,Fem,Pos,ADJ,Strong,automatischer:6 | automatischen:1
automatisch,Dat,Sing,Neut,Pos,ADJ,Weak,automatischen:2 | automatische:1
autorisieren,Dat,Sing,Fem,Pos,ADJ,Strong,autorisierten:4 | autorisierter:1
basieren,Acc,Sing,Fem,Pos,ADJ,Strong,basierende:3 | dos-basierte:1 | funk-basierte:1 | gmr-kopf-basierte:1 | internet-basierende:1 | isdn-basierende:1 | libc5-basierte:1 | voodoo-graphics-basierte:1 | web-basierende:1 | web-basierte:1 | xml-basierende:1 | xml-basierte:1
basieren,Acc,Sing,Fem,Pos,ADJ,Weak,basierende:1 | glibc-basierte:1 | java-basierte:1 | linux-basierte:1 | windows-98-basierte:1
basieren,Acc,Sing,Neut,Pos,ADJ,Strong,atm-basiertes:1 | basierendes:1 | disc-basierendes:1 | html-basiertes:1 | internet-basiertes:1 | ip-basiertes:1 | java-basiertes:1 | netzwerk-basiertes:1 | server-basiertes:1 | software-basiertes:1 | web-basiertes:1 | windows-basierendes:1
basieren,Acc,Sing,Neut,Pos,ADJ,Weak,basierende:1 | web-basierte:1
basieren,Dat,Plur,Neut,Pos,ADJ,Strong,intel-basierten:2 | 98-basierten:1 | alpha-basierten:1 | athlon-basierten:1 | java-basierten:1 | linux-basierten:1 | nds-basierten:1 | pc-basierten:1 | smartcard-basierten:1 | stift-basierenden:1 | text-basierten:1 | unix-basierte:1
basieren,Dat,Plur,Neut,Pos,ADJ,Weak,basierenden:1 | powerpc-basierten:1 | smartcard-basierten:1
basieren,Acc,Sing,Masc,Pos,ADJ,Strong,basierenden:5 | java-basierten:3 | java3d-basierten:1 | linux-basierten:1 | web-basierten:1 | xml-basierten:1
basieren,Acc,Sing,Masc,Pos,ADJ,Weak,web-basierten:2 | wap-basierten:1 | web-basierenden:1
basieren,Dat,Plur,Masc,Pos,ADJ,Weak,intel-basierenden:1 | mips-basierten:1 | nt-basierenden:1
basieren,Dat,Plur,Masc,Pos,ADJ,Strong,intel-basierenden:1 | intel-basierten:1 | nt-basierenden:1 | unix-basierenden:1 | windows-basierten:1
basieren,Dat,Sing,Masc,Pos,ADJ,Strong,aix-basierten:1 | linux-basierten:1 | satelliten-basiertem:1
basieren,Dat,Sing,Masc,Pos,ADJ,Weak,dsp-basierten:1 | xml-basierten:1
basieren,Acc,Plur,Masc,Pos,ADJ,Weak,computer-basierenden:1 | mhp-basierten:1 | umts-basierenden:1
basieren,Acc,Plur,Masc,Pos,ADJ,Strong,internet-basierte:2 | epoc-basierte:1 | internet-basierende:1 | ip-basierende:1 | ip-basierte:1 | web-basierte:1 | windows-nt-basierende:1
basieren,Dat,Sing,Fem,Pos,ADJ,Weak,server-basierten:1 | unix-basierten:1
basieren,Dat,Sing,Fem,Pos,ADJ,Strong,basierenden:1 | xml-basierten:1
basieren,Dat,Sing,Neut,Pos,ADJ,Strong,linux-basiertem:1 | stratosphären-basierenden:1
basieren,Dat,Plur,Fem,Pos,ADJ,Strong,web-basierten:3 | basierenden:1 | cls-basierten:1 | dsp-basierenden:1 | intel-basierten:1 | internet-basierten:1 | java-basierten:1 | smartcard-basierten:1 | xml-basierten:1
basieren,Acc,Plur,Fem,Pos,ADJ,Strong,internet-basierte:2 | intel-basierte:1 | internet-basierende:1 | web-basierte:1
basieren,Acc,Plur,Neut,Pos,ADJ,Strong,libc5-basierte:1 | windows-ce-basierte:1
bayerisch,Dat,Sing,Masc,,PROPN,,bayerischen:1 | bayerischer:1
bayerisch,Dat,Sing,Neut,Pos,ADJ,Strong,bayerischem:3 | bayerischen:1
bedenklich,Acc,Sing,Neut,Pos,ADJ,Strong,bedenkliche:1 | bedenkliches:1
beeindrucken,Dat,Sing,Fem,Pos,ADJ,Strong,beeindruckender:2 | beeindruckenden:1
beginnen,Dat,Sing,Neut,Pos,ADJ,Weak,beginnenden:2 | begonnenen:1
beginnen,Dat,Sing,Fem,Pos,ADJ,Weak,beginnenden:7 | begonnenen:1
beginnen,Acc,Sing,Fem,Pos,ADJ,,beginnende:3 | begonnene:3
begleiten,Dat,Sing,Fem,Pos,ADJ,Strong,begleitenden:1 | begleitender:1
begrenzen,Dat,Sing,Masc,Pos,ADJ,Strong,begrenztem:2 | begrenzten:1
begrenzen,Dat,Sing,Fem,Pos,ADJ,Strong,begrenzter:6 | begrenzten:4
beide,Acc,Plur,Fem,,DET,,beiden:6 | beide:2
beide,Acc,Plur,Neut,,DET,,beiden:2 | beide:1
beide,Acc,Plur,,,DET,,beide:109 | beiden:3
beide,Acc,Plur,,,ADJ,Strong,beiden:3 | beide:2
beide,Dat,,,,DET,,beiden:5 | beide:1
beide,Acc,,,,DET,,beides:4 | beide:1 | beyde:1
beispiellos,Dat,Sing,Fem,Pos,ADJ,Strong,beispiellosen:2 | beispielloser:1
bekannt,Dat,,,Pos,ADJ,Strong,bekannt:1 | bekannter:1
bekannt,Dat,Sing,Fem,Pos,ADJ,Strong,bekannten:4 | bekannter:1
bekannt,Dat,Sing,Neut,Pos,ADJ,Strong,bekannten:2 | bekanntem:1
bekennen,Acc,Sing,Masc,Pos,ADJ,Weak,bekannten:5 | bekannte:1
belieben,Acc,Sing,Neut,Pos,ADJ,Strong,beliebtes:2 | beliebte:1
beliebig,Dat,Sing,Masc,Pos,ADJ,Strong,beliebigen:6 | beliebigem:1
beliebig,Dat,Sing,Fem,Pos,ADJ,Strong,beliebigen:5 | beliebiger:2
beliebig,Dat,Sing,Fem,Pos,ADJ,Weak,beliebigen:2 | x-beliebigen:1
bequem,Acc,Sing,Neut,Pos,ADJ,Strong,bequemes:2 | bequeme:1
berufen,Dat,Sing,Masc,Pos,ADJ,Strong,berufenem:1 | berufenen:1
beruflich,Dat,Sing,Fem,Pos,ADJ,Strong,beruflichen:2 | beruflicher:2
beruflich,Acc,Plur,Fem,Pos,ADJ,Strong,berufliche:2 | beruflichen:1
berüchtigt,Acc,Sing,Masc,Pos,ADJ,Weak,berüchtigten:2 | berühmt-berüchtigten:1
berüchtigt,Acc,Plur,Fem,Pos,ADJ,Weak,berüchtigten:1 | berühmt-berüchtigten:1
bescheiden,Dat,Sing,Fem,Pos,ADJ,Strong,bescheidenen:2 | bescheidener:1
beschleunigen,Acc,Sing,Fem,Pos,ADJ,Strong,beschleunigte:2 | 2d/3d-beschleunigte:1
besondere,Dat,Plur,Neut,Pos,ADJ,Strong,besonderen:7 | besondere:1
besondere,Acc,Sing,Masc,Pos,ADJ,Strong,besonderen:36 | besondern:1
besondere,Acc,Plur,Neut,Pos,ADJ,Strong,besondere:3 | besonderen:1
besondere,Dat,Sing,Neut,Pos,ADJ,Strong,besonderem:7 | besonderen:2
besondere,Dat,Sing,Fem,Pos,ADJ,Strong,besonderer:9 | besonderen:4
besondere,Dat,Sing,Masc,Pos,ADJ,Strong,besonderen:3 | besonderem:1
bestechen,Dat,Sing,Fem,Pos,ADJ,Strong,bestechenden:1 | bestechender:1
bestehen,Dat,Sing,Fem,Pos,ADJ,Strong,bestehender:6 | bestehenden:2
bestehen,Acc,Sing,Neut,Pos,ADJ,Strong,bestehendes:3 | bestehende:1
bestehen,Dat,Sing,Masc,Pos,ADJ,Strong,bestehendem:1 | bestehenden:1
bestehend,Dat,Sing,Fem,Pos,ADJ,Strong,bestehenden:1 | bestehender:1
bestimmen,Dat,Plur,Masc,Pos,ADJ,Strong,bestimmten:39 | bestimmenden:1 | bestimmte:1
bestimmen,Dat,Sing,Fem,Pos,ADJ,Strong,bestimmten:31 | bestimmter:2
bestimmt,Acc,Sing,Neut,Pos,ADJ,Strong,bestimmte:1 | bestimmtes:1
bestätigen,Dat,Sing,Fem,Pos,ADJ,Strong,bestätigten:1 | bestätigter:1
bestücken,Dat,Plur,Neut,Pos,ADJ,Strong,bestückten:1 | bestückter:1 | sdram-bestückte:1
betreffen,Acc,Plur,Masc,Pos,ADJ,Weak,betroffenen:11 | betreffenden:2
betreffen,Dat,Sing,Neut,Pos,ADJ,Weak,betreffenden:3 | betroffenen:2
betreffen,Dat,Plur,Masc,Pos,ADJ,Weak,betroffenen:11 | betreffenden:2
betreffen,Acc,Sing,Masc,Pos,ADJ,Weak,betreffenden:2 | betroffenen:1
betreffen,Acc,Plur,Fem,Pos,ADJ,Weak,betroffenen:6 | betreffenden:2
betreffen,Acc,Sing,Fem,Pos,ADJ,Weak,betreffende:3 | betroffene:1
betreffen,Acc,Sing,Neut,Pos,ADJ,Weak,betreffende:2 | betroffene:2
betreffen,Dat,Plur,Fem,Pos,ADJ,Weak,betroffenen:4 | betreffenden:1
betreffen,Dat,Sing,Fem,Pos,ADJ,Weak,betroffenen:5 | betreffenden:2
betreffen,Acc,Plur,Neut,Pos,ADJ,Weak,betroffenen:7 | betreffenden:2
betreiben,Dat,Sing,Masc,Pos,ADJ,Strong,betriebenen:1 | palm-os-betriebenem:1
bevorstehen,Dat,Plur,Fem,Pos,ADJ,Strong,bevorstehende:1 | bevorstehenden:1
beweglich,Acc,Plur,Fem,Pos,ADJ,Strong,bewegliche:1 | beweglichen:1
bewähren,Dat,Sing,Fem,Pos,ADJ,Strong,bewährter:2 | bewährten:1
bezahlen,Dat,Plur,Masc,Pos,ADJ,Strong,bezahlenden:1 | bezahlten:1
bezahlen,Acc,Plur,Fem,Pos,ADJ,Strong,bezahlte:3 | bezahlten:1
beziehen,Acc,Plur,Neut,Pos,ADJ,Strong,internet-bezogene:1 | user-bezogene:1
bieten,Dat,Plur,Neut,Pos,ADJ,Weak,bietenden:1 | gebotenen:1
bieten,Dat,Sing,Fem,Pos,ADJ,Weak,gebotenen:2 | bietenden:1
bilden,Dat,Sing,Fem,Pos,ADJ,Weak,gebildeten:2 | bildenden:1
bilden,Acc,Sing,Fem,Pos,ADJ,Weak,gebildete:2 | bildende:1
billig,Dat,Sing,Neut,Pos,ADJ,Weak,billige:1 | billigen:1
binden,Dat,Sing,Fem,Pos,ADJ,Strong,gebundener:1 | pop-gebundener:1
biologisch,Dat,Plur,Masc,Pos,ADJ,Strong,biologische:2 | biologischen:1
biologisch,Acc,Plur,Fem,Pos,ADJ,Strong,biologische:2 | biologischen:1
bisherig,Acc,Plur,Masc,Pos,ADJ,Strong,bisherige:2 | bisherigen:1
bisherig,Dat,Sing,Fem,Pos,ADJ,Strong,bisherigen:7 | bisheriger:4
bisherig,Dat,Sing,Neut,Pos,ADJ,Weak,bisherigen:19 | bisherige:1
bisherig,Dat,Sing,Masc,Pos,ADJ,Strong,bisherigen:2 | bisherigem:1
blau,Dat,Sing,Neut,Pos,ADJ,Strong,blauen:11 | blauem:4
blau,Dat,Sing,Masc,Pos,ADJ,Strong,blauem:2 | blauen:1
blau,Dat,Sing,Fem,Pos,ADJ,Weak,blauen:1 | bondi-blauen:1
blau,Dat,Sing,Fem,Pos,ADJ,Strong,blauen:1 | blauer:1
bloß,Dat,Sing,Fem,Pos,ADJ,Strong,bloßen:1 | bloßer:1
breit,Dat,Sing,Fem,Pos,ADJ,Strong,breiter:17 | breiten:14
breit,Dat,Sing,Masc,Pos,ADJ,Strong,breiten:8 | breitem:2
breit,Dat,Sing,Neut,Pos,ADJ,Strong,breiten:4 | breitem:1
breit,Dat,Sing,Fem,Cmp,ADJ,Strong,breiteren:1 | breiterer:1
bremsen,Dat,Sing,Neut,Pos,ADJ,Strong,gebremstem:1 | gebremsten:1
britisch,Dat,Sing,Fem,Pos,ADJ,Weak,britischen:46 | britische:2 | deutsch-britischen:1 | französisch-britischen:1
britisch,Dat,Sing,Fem,Pos,ADJ,Strong,britischen:7 | britischer:2
britisch,Acc,Sing,Fem,Pos,ADJ,Weak,britische:20 | amerikanisch-britische:1
britisch,Dat,Sing,Masc,Pos,ADJ,,britischen:58 | britischem:2
britisch,Dat,Sing,Neut,Pos,ADJ,Weak,britischen:16 | amerikanisch-britischem:1 | britischem:1
britisch,Dat,Sing,Neut,Pos,ADJ,Strong,britischem:3 | britischen:1
chemisch,Dat,Plur,Neut,Pos,ADJ,Strong,chemischen:2 | chemisch:1
chinesisch,Dat,Sing,Fem,Pos,ADJ,Strong,chinesischen:4 | chinesischer:3
christlich,Acc,Sing,Fem,Pos,ADJ,Strong,christlich:1 | christliche:1
damalig,Dat,Sing,Masc,Pos,ADJ,Strong,damaligen:2 | damaligem:1
dauerhaft,Dat,Sing,Fem,Pos,ADJ,Strong,dauerhaften:1 | dauerhafter:1
dauern,Dat,Sing,Fem,Pos,ADJ,Strong,dauernde:1 | dauernden:1
demokratisch,Dat,Sing,Fem,Pos,ADJ,Strong,demokratischen:3 | demokratisch:1
demokratisch,Acc,Sing,Fem,Pos,ADJ,Weak,demokratische:6 | freiheitlich-demokratische:1
demokratisch,Acc,Sing,Fem,Pos,ADJ,Strong,demokratische:5 | nicht-demokratische:1
denken,Dat,Sing,Masc,Pos,ADJ,Weak,denkenden:1 | gedachten:1
der,Dat,Sing,Masc,,DET,,dem:42004 | des:12 | der:8 | den:1
der,Dat,Sing,Fem,,DET,,der:38365 | die:15
der,Dat,Sing,Neut,,DET,,dem:27164 | das:22 | des:10
der,Dat,Plur,,,DET,,den:4985 | der:31 | die:21
der,Dat,Sing,Neut,,PRON,,dem:1084 | das:1
der,Acc,Sing,Masc,,PRON,,den:682 | der:1
der,Acc,Plur,,,DET,,die:2878 | den:3
der,Dat,Sing,Masc,,PRON,,dem:823 | der:1
der,Acc,Sing,Masc,,DET,,den:22118 | der:1
der,Acc,Sing,Neut,,DET,,das:15987 | 's:11
der,Dat,Plur,,,PRON,,denen:1268 | den:4 | dem:2 | die:1
der,Acc,Plur,Masc,,DET,,die:5256 | den:3
der,Dat,Plur,Masc,,DET,,den:5829 | die:13 | der:10
der,Dat,Plur,Neut,,DET,,den:3223 | der:9 | die:9
der,Dat,Plur,Fem,,DET,,den:4662 | der:2
der,Acc,Sing,,,DET,,die:2 | den:1
der,Dat,,,,DET,,dem:33 | der:14 | die:1
der,Dat,,,,PRON,,dem:19 | der:7
der,Acc,,,,PRON,,die:21 | den:18 | das:15 | der:1
der,Acc,,,,DET,,die:5 | den:2
derartig,Dat,Sing,Fem,Pos,ADJ,Strong,derartigen:2 | derartiger:1
derartig,Acc,Plur,Masc,Pos,ADJ,Strong,derartige:4 | derartigen:1
derjenige,Acc,Plur,Fem,,DET,,diejenige:1 | diejenigen:1
derselbe,Acc,Sing,Masc,,DET,,denselben:31 | dieselben:1
derselbe,Dat,,,,DET,,demselben:2 | derselben:1
derzeitig,Dat,Sing,Masc,Pos,ADJ,Strong,derzeitigem:9 | derzeitigen:2
derzeitig,Dat,Sing,Fem,Pos,ADJ,Strong,derzeitigen:1 | derzeitiger:1
deutlich,Dat,Sing,Fem,Pos,ADJ,Strong,deutlichen:7 | deutlicher:2
deutlich,Dat,Sing,Neut,Pos,ADJ,Strong,deutlichen:4 | deutlichem:1
deutlich,Dat,Sing,Masc,Pos,ADJ,Strong,deutlichen:10 | deutlichem:7
deutsch,Acc,Sing,Neut,,PROPN,,deutsch:2 | deutsches:1
deutsch,Dat,Sing,Fem,Pos,ADJ,Weak,deutschen:261 | deutsche:1
deutsch,Dat,Sing,Fem,Pos,ADJ,Strong,deutscher:44 | deutschen:16 | deutsch:1 | deutsche:1
deutsch,Acc,Plur,Neut,Pos,ADJ,Strong,deutsche:14 | deutschen:2
deutsch,Acc,Sing,Neut,,NOUN,,deutsch:2 | deutsche:1
deutsch,Dat,Sing,Neut,,PROPN,,deutschen:3 | deutsch:1
deutsch,Dat,Sing,Neut,Pos,ADJ,Strong,deutschem:19 | deutschen:14 | deutsch:9
deutsch,Dat,Sing,Neut,Pos,ADJ,Weak,deutschen:91 | deutsche:2 | deutsch:1
deutsch,Dat,Sing,Masc,Pos,ADJ,Strong,deutschen:18 | deutschem:7 | deutsch:2
deutsch,Dat,Sing,Masc,,PROPN,,deutschen:7 | deutsch:1
deutsch,Acc,Sing,Masc,Pos,ADJ,Strong,deutschen:28 | deutsch:1
deutsch,Acc,Plur,Masc,Pos,ADJ,Strong,deutsche:34 | deutsch:1
deutsch,Acc,Plur,,Pos,ADJ,Strong,deutsche:13 | deutschen:1
dick,Dat,Sing,Neut,Pos,ADJ,Strong,dickem:1 | dicken:1
dieser,Dat,Sing,Fem,,DET,,dieser:1204 | diese:2
dieser,Acc,Sing,Neut,,DET,,dies:675 | dieses:673
dieser,Dat,Sing,Masc,,DET,,diesem:1370 | dieser:3 | diesen:1 | dieses:1
dieser,Dat,Sing,Neut,,DET,,diesem:1293 | dieses:2
dieser,Dat,Plur,Masc,,DET,,diesen:14 | diese:1
dieser,Dat,Plur,,,DET,,diesen:533 | dieser:2 | diese:1
dieser,Acc,Sing,,,DET,,dies:46 | diese:4
dieser,Dat,,,,DET,,dieser:3 | diesem:2 | diesen:2
dieser,Acc,,,,DET,,dies:9 | diese:5 | dieses:3
digital,Dat,Sing,Masc,Pos,ADJ,Strong,digitalem:8 | digitalen:3
digital,Dat,Sing,Neut,Pos,ADJ,Strong,digitalem:11 | digitalen:5
digital,Dat,Sing,Fem,Pos,ADJ,Strong,digitaler:27 | digitalen:17
digital,Acc,Sing,Neut,Pos,ADJ,Weak,digitale:35 | digitales:1
diplomatisch,Acc,Plur,Fem,Pos,ADJ,Strong,diplomatische:1 | diplomatischen:1
diplomatisch,Dat,Sing,Masc,Pos,ADJ,Strong,diplomatischem:1 | diplomatischen:1
direkt,Dat,Sing,Masc,Pos,ADJ,,direkten:19 | direktem:12
direkt,Dat,Sing,Fem,Pos,ADJ,Strong,direkter:26 | direkten:2
direkt,Acc,Plur,Fem,Pos,ADJ,,direkte:3 | direkten:3
diskriminieren,Dat,Plur,Fem,Pos,ADJ,Strong,diskriminierenden:1 | nicht-diskriminierenden:1
divers,Dat,Plur,Masc,Pos,ADJ,Strong,diversen:22 | diverse:1
dominieren,Dat,Sing,Masc,Pos,ADJ,Weak,dominierenden:1 | microsoft-dominierten:1
dominieren,Dat,Sing,Neut,Pos,ADJ,Weak,dominierenden:1 | dominierten:1
dominieren,Dat,Sing,Fem,Pos,ADJ,Weak,dominierenden:1 | dominierten:1
doppelt,Dat,Sing,Fem,Pos,ADJ,Strong,doppelter:8 | doppelten:1
drahtlos,Dat,Sing,Neut,Pos,ADJ,Strong,drahtlosem:2 | drahtlosen:1
drahtlos,Acc,Plur,Fem,Pos,ADJ,Strong,drahtlose:7 | drahtlosen:1
drahtlos,Dat,Sing,Fem,Pos,ADJ,Strong,drahtloser:5 | drahtlosen:1
drahtlos,Acc,Plur,Masc,Pos,ADJ,Strong,drahtlose:6 | drahtlosen:1
dramatisch,Dat,Sing,Fem,Pos,ADJ,Strong,dramatischen:6 | dramatischer:1
drastisch,Acc,Plur,Masc,Pos,ADJ,Strong,drastische:2 | drastischen:1
drastisch,Dat,Sing,Masc,Pos,ADJ,Strong,drastischem:3 | drastischen:2
dreidimensional,Dat,Sing,Fem,Pos,ADJ,Strong,dreidimensionaler:2 | dreidimensionalen:1
dreifach,Dat,Sing,Fem,Pos,ADJ,Strong,dreifacher:2 | dreifachen:1
dreijährig,Dat,Sing,Fem,Pos,ADJ,Strong,dreijährigen:3 | dreijähriger:2
dritt,Dat,Sing,Fem,Pos,ADJ,Strong,dritte:1 | dritten:1 | dritter:1
dritt,Dat,Sing,Neut,Pos,ADJ,Strong,dritte:1 | dritten:1
dritte,Dat,Sing,Fem,Pos,ADJ,Strong,dritter:24 | dritten:7
dritte,Acc,Sing,Neut,Pos,ADJ,Strong,drittes:4 | dritte:2
drohen,Dat,Sing,Fem,Pos,ADJ,Strong,drohenden:3 | drohender:1
drucken,Dat,Sing,Fem,Pos,ADJ,Strong,gedruckter:7 | gedruckten:2
durchschnittlich,Dat,Sing,Masc,Pos,ADJ,Strong,durchschnittlichem:2 | durchschnittlichen:2
dünn,Dat,Sing,Masc,Pos,ADJ,Strong,dünnen:2 | dünnem:1
dünn,Dat,Sing,Neut,Pos,ADJ,Strong,dünnem:1 | dünnen:1
echt,Dat,Sing,Neut,Pos,ADJ,Strong,echtem:3 | echten:1
echt,Dat,Sing,Fem,Pos,ADJ,Strong,echten:3 | echter:2
edel,Dat,Sing,Neut,Pos,ADJ,Strong,edlem:1 | edlen:1
effizient,Dat,Sing,Fem,Pos,ADJ,Strong,effizienten:1 | effizienter:1
effizient,Dat,Sing,Masc,Pos,ADJ,Strong,effizientem:1 | effizienten:1
ehemalig,Dat,Plur,Masc,Pos,ADJ,Strong,ehemaligen:14 | ehemalige:1
ehemalig,Dat,Sing,Masc,Pos,ADJ,,ehemaligen:35 | ehemaligem:2
ehemalig,Acc,Plur,Neut,Pos,ADJ,Strong,ehemalige:1 | ehemaligen:1
ehrgeizig,Dat,Sing,Masc,Pos,ADJ,Strong,ehrgeizigen:2 | ehrgeizigem:1
eigen,Acc,Sing,Fem,Pos,ADJ,Strong,eigene:190 | adone-eigene:1
eigen,Acc,Sing,Fem,Pos,ADJ,Weak,eigene:93 | amd-eigene:1 | casio-eigene:1 | epoc-eigene:1 | ibm-eigene:1
eigen,Acc,Sing,Masc,Pos,ADJ,Weak,eigenen:54 | handspring-eigenen:1 | sony-eigenen:1
eigen,Acc,Sing,Masc,Pos,ADJ,Strong,eigenen:152 | atobe-eigenen:1 | eu-eigenen:1
eigen,Dat,Sing,Neut,Pos,ADJ,Strong,eigenem:36 | eigenen:31
eigen,Dat,Sing,Neut,Pos,ADJ,Weak,eigenen:89 | metacreations-eigenen:1 | rambus-eigenen:1 | usr-eigenen:1
eigen,Dat,Sing,Fem,Pos,ADJ,Strong,eigener:93 | eigenen:70 | eigene:1 | sgi-eigener:1
eigen,Dat,Plur,Fem,Pos,ADJ,Strong,eigenen:666 | eignen:1
eigen,Dat,Sing,Masc,Pos,ADJ,,eigenen:89 | eigenem:32
eigen,Acc,Sing,Neut,Pos,ADJ,Weak,eigene:55 | microsoft-eigene:2 | sony-eigene:2 | macintosh-eigene:1 | suse-eigene:1 | telekom-eigene:1
eigen,Acc,Plur,Neut,Pos,ADJ,Strong,eigene:37 | eigenen:11
eigen,Acc,Plur,Fem,Pos,ADJ,Strong,eigene:39 | eigenen:13
eigen,Acc,Plur,Fem,Pos,ADJ,Weak,eigenen:30 | telekom-eigenen:1
eigen,Acc,Plur,,Pos,ADJ,Strong,eigene:4 | eigenen:1
eigen,Dat,Plur,Neut,Pos,ADJ,Strong,eigenen:46 | sni-eigenen:1
eigen,Dat,Plur,Masc,Pos,ADJ,Strong,eigenen:37 | aol-eigenen:1 | netcologne-eigenen:1
eigen,Dat,Plur,Masc,Pos,ADJ,Weak,eigenen:13 | microsoft-eigenen:2 | cnn-eigenen:1 | eigene:1 | handspring-eigenen:1
eigen,Acc,Plur,Masc,Pos,ADJ,Strong,eigene:24 | eigenen:5
eigen,Dat,Plur,,Pos,ADJ,Strong,eigenen:6 | netscape-eigenen:1
eigen,Dat,Sing,,Pos,ADJ,Strong,eigenem:6 | eigenen:3
eignen,Dat,Sing,Fem,Pos,ADJ,Strong,geeigneter:2 | geeigneten:1
eignen,Acc,Plur,Fem,Pos,ADJ,Strong,geeignete:6 | geeigneten:1
eignen,Dat,Sing,Neut,Pos,ADJ,Strong,geeignetem:2 | geeigneten:2
ein,Acc,Sing,Masc,,DET,,einen:10935 | ein:1 | eine(n):1
ein,Acc,Sing,Fem,,DET,,eine:14061 | ein:1
ein,Dat,Sing,Fem,,DET,,einer:7430 | einen:41 | eine:6
ein,Dat,Sing,Masc,,DET,,einem:5871 | einen:30 | eines:4 | ein:2 | einer:1
ein,Acc,Sing,Neut,,DET,,ein:7467 | eines:100 | eins:17 | eine:7
ein,Dat,Sing,,,DET,,einem:13 | einem/er:1
ein,Dat,Sing,Neut,,DET,,einem:3864 | einen:98 | ein:9 | eines:3
ein,Acc,Sing,,,DET,,einen:4 | ein:1
ein,Dat,,,,DET,,einem:6 | einer:2 | ein:1
einbauen,Dat,Sing,Neut,Pos,ADJ,Strong,eingebautem:5 | eingebauten:2
einbauen,Dat,Sing,Masc,Pos,ADJ,Strong,eingebautem:20 | eingebauten:3
einfach,Dat,Sing,Neut,Pos,ADJ,Strong,einfachem:3 | einfachen:3
einfach,Dat,Sing,Fem,Cmp,ADJ,Weak,einfacheren:1 | einfacherer:1
einfach,Dat,Sing,Masc,Pos,ADJ,Strong,einfachen:3 | einfachem:1
einfach,Dat,Sing,Fem,Pos,ADJ,Strong,einfachen:5 | einfacher:4
einführen,Acc,Sing,Fem,Pos,ADJ,Weak,eingeführte:3 | einführende:1
eingebaut,Dat,Sing,Masc,Pos,ADJ,Weak,eingebautem:1 | eingebauten:1
eingehen,Dat,Plur,Masc,Pos,ADJ,,eingegangenen:4 | eingehenden:2
eingehen,Dat,Sing,Fem,Pos,ADJ,Strong,eingehender:5 | eingehenden:3
eingehen,Acc,Plur,Fem,Pos,ADJ,Strong,eingegangene:3 | eingehende:1
eingehen,Acc,Plur,Fem,Pos,ADJ,Weak,eingegangenen:2 | eingehenden:1
einige,Dat,Sing,Fem,,DET,,einiger:198 | einige:1
