Lemma,Case,Number,Gender,Degree,Upos,Forms
Windows-3.11-Zeitalter,Dat,Sing,Neut,,NOUN,Windows-3.11-Zeitalter
Windows-95-Anwender,Dat,Plur,Masc,,NOUN,Windows-95-Anwendern
Windows-95-Desktop,Dat,Sing,Masc,,NOUN,Windows-95-Desktop
Windows-95-Entwickler,Dat,Plur,Masc,,NOUN,Windows-95-Entwicklern
Windows-95-Jahr,Dat,Sing,Neut,,NOUN,Windows-95-Jahr
Windows-95-Lizenz,Dat,Plur,Fem,,NOUN,Windows-95-Lizenzen
Windows-95-Lizenz,Acc,Sing,Fem,,NOUN,Windows-95-Lizenz
Windows-95-Oberfläche,Acc,Sing,Fem,,NOUN,Windows-95-Oberfläche
Windows-95-Rechner,Dat,Sing,Masc,,NOUN,Windows-95-Rechner
Windows-98-Kunde,Dat,Plur,,,NOUN,Windows-98-Kunden
Windows-98-Notebook,Acc,Plur,Neut,,NOUN,Windows-98-Notebooks
Windows-98-Rechner,Acc,Plur,Masc,,NOUN,Windows-98-Rechner
Windows-98-Registrierung,Acc,Sing,Fem,,NOUN,Windows-98-Registrierung
Windows-98-Seite,Dat,Sing,Fem,,NOUN,Windows-98-Seite
Windows-98-Support,Acc,Sing,Masc,,NOUN,Windows-98-Support
Windows-98-Version,Dat,Sing,Fem,,NOUN,Windows-98-Version
Windows-9x-Rechner,Dat,Plur,Masc,,NOUN,Windows-9x-Rechnern
Windows-AIM,Dat,Sing,,,NOUN,Windows-AIM
Windows-API,Acc,Sing,,,PROPN,Windows-API
Windows-Adressbuch,Dat,Sing,Neut,,NOUN,Windows-Adressbuch
Windows-Alternative,Acc,Sing,Fem,,NOUN,Windows-Alternative
Windows-Anteil,Acc,Sing,Masc,,NOUN,Windows-Anteil
Windows-Anwender,Acc,Plur,Masc,,NOUN,Windows-Anwender
Windows-Anwender,Acc,Sing,Masc,,NOUN,Windows-Anwender
Windows-Anwender,Dat,Plur,Masc,,NOUN,Windows-Anwendern
Windows-Anwendung,Dat,Plur,Fem,,NOUN,Windows-Anwendungen
Windows-Anwendung,Acc,Plur,Fem,,NOUN,Windows-Anwendungen
Windows-Applikation,Dat,Plur,Fem,,NOUN,Windows-Applikationen
Windows-Applikation,Acc,Plur,Fem,,NOUN,Windows-Applikationen
Windows-Arbeitsplatz,Acc,Sing,Masc,,NOUN,Windows-Arbeitsplatz
Windows-Auto,Acc,Sing,Neut,,NOUN,Windows-Auto
Windows-Autostart,Acc,Sing,Masc,,NOUN,Windows-Autostart
Windows-Betriebssystem,Dat,Sing,Neut,,NOUN,Windows-Betriebssystem | Windows-Betriebssysteme
Windows-Betriebssystem,Dat,Plur,Neut,,NOUN,Windows-Betriebssystemen
Windows-Betriebssystem,Acc,Sing,Neut,,NOUN,Windows-Betriebssystem
Windows-Betriebssystem,Acc,Plur,Neut,,NOUN,Windows-Betriebssysteme
Windows-Bier,Acc,Sing,Neut,,NOUN,Windows-Bier
Windows-Boot,Dat,Sing,Neut,,NOUN,Windows-Boot
Windows-Bug,Acc,Sing,Masc,,NOUN,Windows-Bug
Windows-CD,Acc,Sing,Fem,,NOUN,Windows-CD
Windows-CD,Dat,Sing,Fem,,NOUN,Windows-CD
Windows-CE-Desaster,Dat,Plur,Neut,,NOUN,Windows-CE-Desastern
Windows-CE-Familie,Acc,Sing,Fem,,NOUN,Windows-CE-Familie
Windows-CE-Generation,Dat,Sing,Fem,,NOUN,Windows-CE-Generation
Windows-CE-Gerät,Dat,Plur,Neut,,NOUN,Windows-CE-Geräten
Windows-CE-Gerät,Acc,Plur,Neut,,NOUN,Windows-CE-Geräte
Windows-CE-PDA,Acc,Plur,Masc,,NOUN,Windows-CE-PDAs
Windows-CE-PDA,Dat,Plur,Masc,,NOUN,Windows-CE-PDAs
Windows-CE-PDA,Acc,Sing,Masc,,NOUN,Windows-CE-PDA
Windows-CE-Plattform,Acc,Sing,Fem,,NOUN,Windows-CE-Plattform
Windows-CE-Rechner,Dat,Plur,Masc,,NOUN,Windows-CE-Rechnern
Windows-CE-Version,Dat,Sing,Fem,,NOUN,Windows-CE-Version
Windows-Clients,Dat,,,,NOUN,Windows-Clients
Windows-Company,Acc,Sing,Fem,,NOUN,Windows-Company
Windows-Desktop,Dat,Sing,Masc,,NOUN,Windows-Desktop
Windows-EXE-Programm,Acc,Sing,Neut,,NOUN,Windows-EXE-Programm
Windows-Emulator,Dat,Sing,Masc,,NOUN,Windows-Emulator
Windows-Fassung,Dat,Sing,Fem,,NOUN,Windows-Fassung
Windows-Fehlermeldung,Acc,Sing,Fem,,NOUN,Windows-Fehlermeldung
Windows-Firma,Acc,Sing,Fem,,NOUN,Windows-Firma
Windows-Gepflogenheit,Acc,Plur,Fem,,NOUN,Windows-Gepflogenheiten
Windows-Geschäft,Dat,Sing,Neut,,NOUN,Windows-Geschäft
Windows-Gesellschaft,Dat,Sing,Fem,,NOUN,Windows-Gesellschaft
Windows-Grafikschnittstelle,Acc,Sing,Fem,,NOUN,Windows-Grafikschnittstelle
Windows-Grafiksoftware,Dat,Sing,Fem,,NOUN,Windows-Grafiksoftware
Windows-Hardware-Strategie,Acc,Sing,Fem,,NOUN,Windows-Hardware-Strategie
Windows-Hersteller,Acc,Sing,Masc,,NOUN,Windows-Hersteller
Windows-Installation,Dat,Sing,Fem,,NOUN,Windows-Installation
Windows-Installation,Dat,Plur,Fem,,NOUN,Windows-Installationen
Windows-Kollege,Dat,Plur,Masc,,NOUN,Windows-Kollegen
Windows-Konkurrenz,Dat,Sing,Fem,,NOUN,Windows-Konkurrenz
Windows-Konkurrenzsystem,Dat,Plur,Neut,,NOUN,Windows-Konkurrenzsystemen
Windows-Lager,Dat,Sing,Neut,,NOUN,Windows-Lager
Windows-Laptop,Acc,Sing,Masc,,NOUN,Windows-Laptop
Windows-Lizenz,Acc,Sing,Fem,,NOUN,Windows-Lizenz
Windows-Lizenz,Acc,Plur,Fem,,NOUN,Windows-Lizenzen
Windows-ME-Version,Dat,Sing,Fem,,NOUN,Windows-ME-Version
Windows-Marketing-Initiative,Acc,Sing,Fem,,NOUN,Windows-Marketing-Initiative
Windows-Maschine,Dat,Plur,Fem,,NOUN,Windows-Maschinen
Windows-Media-Format,Acc,Sing,Neut,,NOUN,Windows-Media-Format
Windows-Media-Format,Dat,Sing,Neut,,NOUN,Windows-Media-Format
Windows-Mediaplayer,Dat,Sing,Masc,,NOUN,Windows-Mediaplayer
Windows-Modem,Dat,Plur,Neut,,NOUN,Windows-Modems
Windows-Monopol,Acc,Sing,Neut,,NOUN,Windows-Monopol
Windows-Monopol,Dat,Sing,Neut,,NOUN,Windows-Monopol
Windows-NT-Netz,Dat,Plur,Neut,,NOUN,Windows-NT-Netzen
Windows-NT-System,Dat,Plur,Neut,,NOUN,Windows-NT-Systemen
Windows-NT/95-Rechner,Dat,Plur,Masc,,NOUN,Windows-NT/95-Rechnern
Windows-Netz,Dat,Sing,Neut,,NOUN,Windows-Netz
Windows-Netzwerk,Dat,Sing,Neut,,NOUN,Windows-Netzwerk
Windows-Notebook,Acc,Sing,Neut,,NOUN,Windows-Notebook
Windows-Nutzer,Acc,Plur,Masc,,NOUN,Windows-Nutzer
Windows-Nutzer,Dat,Plur,Masc,,NOUN,Windows-Nutzern
Windows-Nutzungsbedingung,Acc,Plur,Fem,,NOUN,Windows-Nutzungsbedingungen
Windows-OEM-Lizenz,Acc,Plur,Fem,,NOUN,Windows-OEM-Lizenzen
Windows-Oberfläche,Acc,Sing,Fem,,NOUN,Windows-Oberfläche
Windows-Opposition,Dat,Sing,Fem,,NOUN,Windows-Opposition
Windows-Ordner,Dat,Sing,Masc,,NOUN,Windows-Ordner
Windows-PC,Acc,Plur,Masc,,NOUN,Windows-PCs
Windows-PC,Dat,Plur,Masc,,NOUN,Windows-PCs
Windows-PC,Dat,Sing,Masc,,NOUN,Windows-PC
Windows-PC,Acc,Sing,Masc,,NOUN,Windows-PC
Windows-PC-Plattform,Acc,Sing,Fem,,NOUN,Windows-PC-Plattform
Windows-Pendant,Acc,Sing,Neut,,NOUN,Windows-Pendant
Windows-Philosophie,Dat,Sing,Fem,,NOUN,Windows-Philosophie
Windows-Plattform,Acc,Plur,Fem,,NOUN,Windows-Plattformen
Windows-Plattform,Acc,Sing,Fem,,NOUN,Windows-Plattform
Windows-Plattform,Dat,Plur,Fem,,NOUN,Windows-Plattformen
Windows-Plattform,Dat,Sing,Fem,,NOUN,Windows-Plattform
Windows-Plattform-Konferenz,Dat,Sing,Fem,,NOUN,Windows-Plattform-Konferenz
Windows-Player,Acc,Sing,Masc,,NOUN,Windows-Player
Windows-Printserver-Fernadministration,Acc,Sing,Fem,,NOUN,Windows-Printserver-Fernadministration
Windows-Produkt,Acc,Plur,Neut,,NOUN,Windows-Produkte
Windows-Programm,Dat,Plur,Neut,,NOUN,Windows-Programmen
Windows-Programm,Acc,Sing,Neut,,NOUN,Windows-Programm
Windows-Programmierer,Dat,Plur,Masc,,NOUN,Windows-Programmierern
Windows-Programmierschnittstelle,Dat,Plur,Fem,,NOUN,Windows-Programmierschnittstellen
Windows-Programmierung,Dat,Sing,Fem,,NOUN,Windows-Programmierung
Windows-Quellcode,Acc,Sing,Masc,,NOUN,Windows-Quellcode
Windows-Raubkopie,Acc,Plur,Fem,,NOUN,Windows-Raubkopien
Windows-Rechner,Dat,Plur,Masc,,NOUN,Windows-Rechnern
Windows-Rechner,Dat,Sing,Masc,,NOUN,Windows-Rechner
Windows-Rechner,Acc,Sing,Masc,,NOUN,Windows-Rechner
Windows-Registry,Acc,Sing,Fem,,NOUN,Windows-Registry
Windows-Registry,Dat,Sing,Fem,,NOUN,Windows-Registry
Windows-Ressource,Acc,Plur,Fem,,NOUN,Windows-Ressourcen
Windows-Schnittsoftware,Dat,Sing,Fem,,NOUN,Windows-Schnittsoftware
Windows-Schwerpunkt,Dat,Sing,Masc,,NOUN,Windows-Schwerpunkt
Windows-Seite,Dat,Sing,Fem,,NOUN,Windows-Seite
Windows-Server,Acc,Plur,Masc,,NOUN,Windows-Server
Windows-Server,Dat,Plur,Masc,,NOUN,Windows-Servern
Windows-Server,Acc,Sing,Masc,,NOUN,Windows-Server
Windows-Server-Version,Dat,Plur,Fem,,NOUN,Windows-Server-Versionen
Windows-Software,Dat,Sing,Fem,,NOUN,Windows-Software
Windows-Software,Acc,Sing,Fem,,NOUN,Windows-Software
Windows-Standard,Dat,Sing,Masc,,NOUN,Windows-Standard
Windows-Startseite,Dat,Sing,Fem,,NOUN,Windows-Startseite
Windows-Stil,Dat,Sing,Masc,,NOUN,Windows-Stil
Windows-System,Acc,Plur,Neut,,NOUN,Windows-Systeme
Windows-System,Dat,Plur,Neut,,NOUN,Windows-Systemen
Windows-System,Dat,Sing,Neut,,NOUN,Windows-System
Windows-System,Acc,Sing,Neut,,NOUN,Windows-System
Windows-Systemdatei,Acc,Sing,Fem,,NOUN,Windows-Systemdatei
Windows-Todeshauch,Acc,Sing,Masc,,NOUN,Windows-Todeshauch
Windows-Tool,Acc,Sing,Neut,,NOUN,Windows-Tool
Windows-Treiber,Dat,Plur,Masc,,NOUN,Windows-Treibern
Windows-Umfeld,Acc,Sing,Neut,,NOUN,Windows-Umfeld
Windows-Umgebung,Acc,Sing,Fem,,NOUN,Windows-Umgebung
Windows-Umgebung,Dat,Plur,Fem,,NOUN,Windows-Umgebungen
Windows-Update,Dat,Plur,Neut,,NOUN,Windows-Updates
Windows-Update,Acc,Sing,Neut,,NOUN,Windows-Update
Windows-Update-Funktion,Acc,Sing,Fem,,NOUN,Windows-Update-Funktion
Windows-User,Acc,Plur,Masc,,NOUN,Windows-User
Windows-Variante,Dat,Plur,Fem,,NOUN,Windows-Varianten
Windows-Variante,Acc,Sing,Fem,,NOUN,Windows-Variante
Windows-Version,Dat,Sing,Fem,,NOUN,Windows-Version
Windows-Version,Acc,Sing,Fem,,NOUN,Windows-Version
Windows-Version,Acc,Plur,Fem,,NOUN,Windows-Versionen
Windows-Version,Dat,Plur,Fem,,NOUN,Windows-Versionen
Windows-Verwandtschaft,Dat,Sing,Fem,,NOUN,Windows-Verwandtschaft
Windows-Verzeichnis,Dat,Sing,Neut,,NOUN,Windows-Verzeichnis
Windows-Vorläufer,Acc,Sing,Masc,,NOUN,Windows-Vorläufer
Windows-Welt,Dat,Sing,Fem,,NOUN,Windows-Welt
Windows-XP-Ausgabe,Dat,Sing,Fem,,NOUN,Windows-XP-Ausgabe
Windows-XP-Nutzer,Dat,Plur,Masc,,NOUN,Windows-XP-Nutzern
Windows-XP-Rechner,Dat,Sing,Masc,,NOUN,Windows-XP-Rechner
Windows-XP-Treiber,Dat,Sing,Masc,,NOUN,Windows-XP-Treiber
Windows-XP-Vorbestellung,Dat,Sing,Fem,,NOUN,Windows-XP-Vorbestellung
Windows-Zeichensatz,Acc,Sing,Masc,,NOUN,Windows-Zeichensatz
Windows-Zwischenablage,Acc,Sing,Fem,,NOUN,Windows-Zwischenablage
Windows-Ära,Dat,Sing,Fem,,NOUN,Windows-Ära
WindowsCE-Organizer,Dat,Sing,Masc,,NOUN,WindowsCE-Organizer
Windrichtung,Dat,Sing,Fem,,NOUN,Windrichtung
Windsberg,Dat,Sing,Neut,,PROPN,Windsberg
Windschatten,Dat,Sing,Masc,,NOUN,Windschatten
Windschutzscheibe,Dat,Sing,Fem,,NOUN,Windschutzscheibe
Windschutzscheibe,Acc,Sing,Fem,,NOUN,Windschutzscheibe
Windsor,Dat,Plur,,,PROPN,Windsor
Wine,Dat,,,,NOUN,Wine
Winfield,Dat,Sing,Masc,,PROPN,Winfield
Winfried,Dat,Sing,Masc,,PROPN,Winfried
Wing,Dat,Sing,Masc,,PROPN,Wing
Wingcast-Dienst,Acc,Plur,Masc,,NOUN,Wingcast-Dienste
Wink,Acc,Sing,Masc,,NOUN,Wink
Winkel,Acc,Sing,Masc,,NOUN,Winkel
Winkel,Acc,Plur,Masc,,NOUN,Winkel
Winkel,Dat,Plur,Masc,,NOUN,Winkeln
Winkel,Dat,Sing,Masc,,NOUN,Winkel
Winkelauflösung,Acc,Sing,Fem,,NOUN,Winkelauflösung
Winkelausdehnung,Acc,Sing,Fem,,NOUN,Winkelausdehnung
Winkelried-Award,Acc,Sing,Masc,,NOUN,Winkelried-Award
Winsen,Dat,Plur,Masc,,PROPN,Winsen
Winsen,Dat,Plur,Fem,,PROPN,Winsen
Wintel-Basis,Dat,Sing,Fem,,NOUN,Wintel-Basis
Wintel-Rechner,Dat,Plur,Masc,,NOUN,Wintel-Rechnern
Wintel-Welt,Dat,Sing,Fem,,NOUN,Wintel-Welt
Wintel-Welt,Acc,Sing,Fem,,NOUN,Wintel-Welt
Winter,Dat,Sing,Masc,,NOUN,Winter
Winter,Acc,Sing,Masc,,NOUN,Winter
Winter,Dat,Plur,Masc,,NOUN,Wintern
Winter,Dat,Sing,Masc,,PROPN,Winter
Winter-Frostnacht,Dat,Plur,Fem,,NOUN,Winter-Frostnächten
Winter-Olympiade,Acc,Sing,Fem,,NOUN,Winter-Olympiade
Winterbier,Dat,Sing,Masc,,NOUN,Winterbier
Wintergarten,Dat,Sing,Masc,,NOUN,Wintergarten
Wintergartenbau,Acc,Sing,Masc,,PROPN,Wintergartenbau
Wintergartenbau,Dat,Sing,Masc,,PROPN,Wintergartenbau
Winterhalbjahr,Dat,Sing,Neut,,NOUN,Winterhalbjahr
Winterhalderschen,Acc,Sing,Masc,,PROPN,Winterhalderschen
Winterkleid,Dat,Sing,Masc,,NOUN,Winterkleid
Winterkorn,Acc,Sing,Masc,,PROPN,Winterkorn
Winterraum,Acc,Sing,Masc,,NOUN,Winterraum
Winterregen,Dat,Plur,Masc,,NOUN,Winterregen
Winterreifen,Acc,Plur,Masc,,NOUN,Winterreifen
Winterschlussverkauf,Dat,Sing,Masc,,NOUN,Winterschlussverkauf
Winterschlussverkauf,Acc,Sing,Masc,,NOUN,Winterschlussverkauf
Wintersemester,Dat,Sing,Masc,,NOUN,Wintersemester
Wintersemester,Dat,Sing,Neut,,NOUN,Wintersemester
Wintersonnenwende,Dat,Sing,Fem,,NOUN,Wintersonnenwende
Winterspiel,Acc,Sing,Masc,,PROPN,Winterspielen
Winterspiel,Dat,Plur,Neut,,PROPN,Winterspielen
Winterspiel,Dat,Plur,Neut,,NOUN,Winterspielen
Wintersportart,Dat,Plur,Fem,,NOUN,Wintersportarten
Wintertag,Acc,Plur,Masc,,NOUN,Wintertage
Wintertagung,Dat,Sing,Fem,,NOUN,Wintertagung
Winterthur,Dat,Sing,Fem,,PROPN,Winterthur
Winzland,Acc,Sing,Neut,,NOUN,Winzland
Wipplar,Acc,Sing,Fem,,PROPN,Wipplar
Wirbel,Dat,Sing,Masc,,NOUN,Wirbel
Wirbel,Acc,Sing,Masc,,NOUN,Wirbel
Wirbel,Acc,Plur,Masc,,NOUN,Wirbel
Wirbelcentra,Dat,Plur,Masc,,NOUN,Wirbelcentra
Wirbellosen,Dat,Plur,,,NOUN,Wirbellosen
Wirbeln,Dat,Sing,Neut,,NOUN,Wirbeln
Wirbelstromeffekt,Acc,Sing,Masc,,NOUN,Wirbelstromeffekt
Wirbelströme,Acc,Plur,Masc,,NOUN,Wirbelströme
Wirbelsturm,Dat,Plur,Masc,,NOUN,Wirbelstürmen
Wirbelsäule,Acc,Sing,Masc,,NOUN,Wirbelsäule
Wirbelsäule,Acc,Sing,Fem,,NOUN,Wirbelsäule
Wirdum,Dat,Sing,Neut,,PROPN,Wirdum
Wired,Dat,,,,PROPN,Wired
Wired-Meldung,Dat,Sing,Fem,,NOUN,Wired-Meldung
Wired-Text,Dat,Sing,Masc,,NOUN,Wired-Text
Wired.com-Angabe,Dat,Plur,Fem,,NOUN,Wired.com-Angaben
Wireless-Gerät,Acc,Plur,Neut,,NOUN,Wireless-Geräte
Wireless-Handset,Dat,Plur,,,NOUN,Wireless-Handsets
Wireless-LAN-Adapter,Dat,Sing,Masc,,NOUN,Wireless-LAN-Adapter
Wireless-LAN-Gerät,Acc,Plur,Neut,,NOUN,Wireless-LAN-Geräte
Wireless-LAN-Produkt,Dat,Plur,Neut,,NOUN,Wireless-LAN-Produkten
Wireless-Lösung,Acc,Sing,Fem,,NOUN,Wireless-Lösung
Wireless-PDA,Acc,Plur,Masc,,NOUN,Wireless-PDAs
Wireless-Portal,Acc,Sing,Neut,,NOUN,Wireless-Portal
Wirkbetrieb,Dat,Sing,Masc,,NOUN,Wirkbetrieb
Wirken,Dat,Sing,Neut,,NOUN,Wirken
Wirken,Acc,Sing,Neut,,NOUN,Wirken
Wirklichkeit,Dat,Sing,Fem,,NOUN,Wirklichkeit
Wirklichkeit,Acc,Sing,Fem,,NOUN,Wirklichkeit
Wirksamkeit,Acc,Sing,Fem,,NOUN,Wirksamkeit
Wirksamkeit,Dat,Sing,Fem,,NOUN,Wirksamkeit
Wirksamkeit,Dat,,,,NOUN,Wirksamkeit
Wirkstoff,Dat,Plur,Masc,,NOUN,Wirkstoffen
Wirkstoff,Acc,Sing,Masc,,NOUN,Wirkstoff
Wirkstoff,Dat,Sing,Masc,,NOUN,Wirkstoff | Wirkstoffe
Wirkstoff,Acc,Plur,Masc,,NOUN,Wirkstoffe
Wirkung,Acc,Plur,Fem,,NOUN,Wirkungen
Wirkung,Dat,Sing,Fem,,NOUN,Wirkung
Wirkung,Acc,Sing,Fem,,NOUN,Wirkung
Wirkung,Dat,Plur,Fem,,NOUN,Wirkungen
Wirkung,Acc,,,,NOUN,Wirkung
Wirkung,Dat,,,,NOUN,Wirkungen
Wirkungsbereich,Dat,Sing,Masc,,NOUN,Wirkungsbereich
Wirkungsgeschichte,Acc,Sing,Fem,,PROPN,Wirkungsgeschichte
Wirkungsgrad,Acc,Sing,Masc,,NOUN,Wirkungsgrad
Wirkungsgrad,Dat,Sing,Masc,,NOUN,Wirkungsgrad
Wirkungsradius,Dat,Sing,Masc,,NOUN,Wirkungsradius
Wirkungsstätte,Dat,Plur,Fem,,NOUN,Wirkungsstätten
Wirkware,Acc,Plur,Masc,,NOUN,Wirkwaren
Wirrung,Acc,Plur,Fem,,NOUN,Wirrungen
Wirstschaft,Dat,Sing,Masc,,NOUN,Wirstschaft
Wirt,Dat,Sing,Masc,,NOUN,Wirt
Wirt,Acc,Sing,Masc,,NOUN,Wirt
Wirtin,Dat,Sing,Fem,,NOUN,Wirtin
Wirtschaft,Dat,Sing,Fem,,NOUN,Wirtschaft
Wirtschaft,Acc,Sing,Fem,,NOUN,Wirtschaft
Wirtschaft,Acc,Plur,Fem,,NOUN,Wirtschaften
Wirtschaften,Acc,Sing,Neut,,NOUN,Wirtschaften
Wirtschaftgeschichte,Dat,Sing,Fem,,NOUN,Wirtschaftgeschichte
Wirtschaftjournalist,Dat,Sing,Masc,,NOUN,Wirtschaftjournalist | Wirtschaftjournalisten
Wirtschaftlichkeit,Acc,Sing,Fem,,NOUN,Wirtschaftlichkeit
Wirtschaftlichkeit,Dat,Sing,Fem,,NOUN,Wirtschaftlichkeit
Wirtschaftlichkeitsaspekt,Acc,Plur,Masc,,NOUN,Wirtschaftlichkeitsaspekte
Wirtschaftministerium,Dat,Sing,Neut,,NOUN,Wirtschaftministerium
Wirtschafts,Acc,Sing,Fem,,NOUN,Wirtschafts
Wirtschafts-Analyst,Dat,Plur,Masc,,NOUN,Wirtschafts-Analysten
Wirtschafts-Geschichte,Acc,Sing,Fem,,NOUN,Wirtschafts-Geschichte
Wirtschafts-Magazin,Dat,Sing,Neut,,NOUN,Wirtschafts-Magazin
Wirtschafts-Sprache,Dat,Sing,Fem,,NOUN,Wirtschafts-Sprache
Wirtschaftsagentur,Dat,Sing,Fem,,NOUN,Wirtschaftsagentur
Wirtschaftsanalyst,Dat,Sing,Masc,,NOUN,Wirtschaftsanalysten
Wirtschaftsanalyst,Acc,Plur,Masc,,NOUN,Wirtschaftsanalysten
Wirtschaftsanalyst,Dat,Plur,Masc,,NOUN,Wirtschaftsanalysten
Wirtschaftsanalytiker,Dat,Sing,Masc,,NOUN,Wirtschaftsanalytiker
Wirtschaftsanalytiker,Dat,Plur,Masc,,NOUN,Wirtschaftsanalytikern
Wirtschaftsaufschwung,Acc,Sing,Masc,,NOUN,Wirtschaftsaufschwung
Wirtschaftsauschuß,Dat,Sing,Masc,,NOUN,Wirtschaftsauschuß
Wirtschaftsausschuß,Dat,Sing,Masc,,NOUN,Wirtschaftsausschuss | Wirtschaftsausschuß
Wirtschaftsbehörde,Acc,Sing,Fem,,NOUN,Wirtschaftsbehörde
Wirtschaftsbeirat,Dat,Sing,Masc,,NOUN,Wirtschaftsbeirat
Wirtschaftsbereich,Dat,Sing,Masc,,NOUN,Wirtschaftsbereich
Wirtschaftsbereich,Dat,Plur,Masc,,NOUN,Wirtschaftsbereichen
Wirtschaftsbereich,Acc,Plur,Masc,,NOUN,Wirtschaftsbereiche
Wirtschaftsbericht,Dat,Sing,Masc,,NOUN,Wirtschaftsbericht
Wirtschaftsblatt,Dat,Sing,Neut,,NOUN,Wirtschaftsblatt
Wirtschaftsblatt,Acc,Sing,Neut,,NOUN,Wirtschaftsblatt
Wirtschaftsblatt,Dat,Plur,Neut,,NOUN,Wirtschaftsblättern
Wirtschaftsblättern,Dat,Sing,Neut,,NOUN,Wirtschaftsblättern
Wirtschaftsboom,Dat,Sing,Masc,,NOUN,Wirtschaftsboom
Wirtschaftsboss,Dat,Plur,Masc,,NOUN,Wirtschaftsbossen
Wirtschaftsdiakonie,Dat,Sing,Fem,,NOUN,Wirtschaftsdiakonie
Wirtschaftsdienst,Dat,Sing,Masc,,NOUN,Wirtschaftsdienst
Wirtschaftsentwicklung,Acc,Sing,Fem,,NOUN,Wirtschaftsentwicklung
Wirtschaftsertrag,Dat,Plur,Masc,,NOUN,Wirtschaftserträgen
Wirtschaftsexperte,Dat,Plur,Masc,,NOUN,Wirtschaftsexperten
Wirtschaftsforscher,Dat,Plur,Masc,,NOUN,Wirtschaftsforschern
Wirtschaftsforschung,Acc,Sing,Fem,,NOUN,Wirtschaftsforschung
Wirtschaftsforschungsinstitut,Dat,Plur,Neut,,NOUN,Wirtschaftsforschungsinstituten
Wirtschaftsfrage,Dat,Plur,Fem,,NOUN,Wirtschaftsfragen
Wirtschaftsförderer,Dat,Sing,Masc,,NOUN,Wirtschaftsförderer
Wirtschaftsförderung,Dat,Sing,Fem,,NOUN,Wirtschaftsförderung
Wirtschaftsförderung,Acc,Sing,Fem,,NOUN,Wirtschaftsförderung
Wirtschaftsführer,Dat,Plur,Masc,,NOUN,Wirtschaftsführern
Wirtschaftsgebäude,Dat,Plur,Masc,,NOUN,Wirtschaftsgebäuden
Wirtschaftsgefüge,Dat,Sing,Neut,,NOUN,Wirtschaftsgefüge
Wirtschaftsgeschichte,Dat,Sing,Fem,,NOUN,Wirtschaftsgeschichte
Wirtschaftsgespräch,Dat,Sing,Neut,,NOUN,Wirtschaftsgespräch
Wirtschaftsgipfel,Dat,Sing,Masc,,NOUN,Wirtschaftsgipfel
Wirtschaftsgröße,Dat,Plur,Fem,,NOUN,Wirtschaftsgrössen
Wirtschaftsideologie,Acc,Sing,Fem,,NOUN,Wirtschaftsideologie
Wirtschaftsimperium,Acc,Sing,Neut,,NOUN,Wirtschaftsimperium
Wirtschaftsinformatik,Acc,Sing,Fem,,NOUN,Wirtschaftsinformatik
Wirtschaftsinformatik,Dat,,,,NOUN,Wirtschaftsinformatik
Wirtschaftsinformation,Dat,Plur,Fem,,NOUN,Wirtschaftsinformationen
Wirtschaftsinformation,Acc,Plur,Fem,,NOUN,Wirtschaftsinformationen
Wirtschaftsingenieur,Acc,Plur,Masc,,NOUN,Wirtschaftsingenieure
Wirtschaftsinteresse,Dat,Plur,Neut,,NOUN,Wirtschaftsinteressen
Wirtschaftskammer,Dat,Sing,Fem,,NOUN,Wirtschaftskammer
Wirtschaftskammer,Acc,Sing,Fem,,NOUN,Wirtschaftskammer
Wirtschaftskanzlei,Dat,Sing,Fem,,NOUN,Wirtschaftskanzlei
Wirtschaftskommission,Dat,Sing,Fem,,NOUN,Wirtschaftskommission
Wirtschaftskongreß,Dat,Sing,Masc,,NOUN,Wirtschaftskongress
Wirtschaftskraft,Dat,Sing,Fem,,NOUN,Wirtschaftskraft
Wirtschaftskreis,Dat,Plur,Masc,,NOUN,Wirtschaftskreisen
Wirtschaftskreis,Acc,Plur,Masc,,NOUN,Wirtschaftskreise
Wirtschaftskreisen,Dat,Sing,Neut,,NOUN,Wirtschaftskreisen
Wirtschaftskriminalität,Acc,Sing,Fem,,NOUN,Wirtschaftskriminalität
Wirtschaftskriminalität,Dat,Sing,Fem,,NOUN,Wirtschaftskriminalität
Wirtschaftskriminelle,Dat,Plur,Fem,,NOUN,Wirtschaftskriminellen
Wirtschaftskrise,Dat,Sing,Fem,,NOUN,Wirtschaftskrise
Wirtschaftslage,Acc,Sing,Fem,,NOUN,Wirtschaftslage
Wirtschaftslage,Dat,Sing,Fem,,NOUN,Wirtschaftslage
Wirtschaftsleben,Acc,Sing,Neut,,NOUN,Wirtschaftsleben
Wirtschaftslenker,Dat,Plur,Masc,,NOUN,Wirtschaftslenkern
Wirtschaftslichkeit,Dat,Sing,Fem,,NOUN,Wirtschaftslichkeit
Wirtschaftsmacht,Dat,Sing,Fem,,NOUN,Wirtschaftsmacht
Wirtschaftsmagazin,Dat,Sing,Neut,,NOUN,Wirtschaftsmagazin
Wirtschaftsmeldung,Dat,Plur,Fem,,NOUN,Wirtschaftsmeldungen
Wirtschaftsmeldung,Acc,Sing,Fem,,NOUN,Wirtschaftsmeldung
Wirtschaftsmeldung,Dat,Sing,Fem,,NOUN,Wirtschaftsmeldung
Wirtschaftsminister,Dat,Sing,Masc,,NOUN,Wirtschaftsminister
