Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
arbeitnehmerzentrierten,Dat,Sing,Fem,,ADJ,Weak,arbeitnehmerzentrierten:1
arbeitsbedingten,Dat,Sing,Neut,,ADJ,Weak,arbeitsbedingten:1
arbeitsfähig,Acc,Sing,Fem,Pos,ADJ,Strong,arbeitsfähige:2
arbeitsfähig,Acc,Sing,Masc,Pos,ADJ,Strong,arbeitsfähigen:1
arbeitslos,Dat,Plur,,Pos,ADJ,Strong,arbeitslosen:5
arbeitslos,Acc,Plur,,Pos,ADJ,Strong,arbeitslose:2
arbeitsmarkt-,Dat,,,,NOUN,,arbeitsmarkt-:1
arbeitsmarktorientierte,Acc,Sing,Fem,,ADJ,Strong,arbeitsmarktorientierte:1
arbeitsmarktpolitischen,Acc,Plur,,,ADJ,Weak,arbeitsmarktpolitischen:1
arbeitsmedizinisch,Acc,Plur,,Pos,ADJ,Strong,arbeitsmedizinische:1
arbeitsplatzträchtigen,Acc,Sing,Masc,,ADJ,Weak,arbeitsplatzträchtigen:1
arbeitsrechtliche,Acc,Sing,Fem,,ADJ,Strong,arbeitsrechtliche:1
arbeitsrechtlichen,Dat,Plur,,,ADJ,,arbeitsrechtlichen:1
arbeitsrechtlicher,Acc,Sing,Fem,,ADJ,Strong,arbeitsrechtlicher:1
arbeitsteilig,Acc,Plur,,Pos,ADJ,Strong,arbeitsteilige:1
archaisch,Dat,Sing,Neut,Pos,ADJ,Weak,archaischen:1
archaisch,Dat,Sing,Neut,Pos,ADJ,Strong,archaischem:1
architektonisch,Dat,Plur,,Pos,ADJ,Weak,architektonischen:1
architekturtheoretisch,Dat,Plur,,Pos,ADJ,Strong,architekturtheoretischen:1
archivieren,Acc,Plur,,Pos,ADJ,Strong,archivierte:1
archivieren,Acc,Plur,,Pos,ADJ,Weak,archivierten:2 | archivierenden:1
archäologisch,Acc,Plur,,Pos,ADJ,Weak,archäologischen:1
archäologisch,Acc,Plur,,Pos,ADJ,Strong,archäologische:1
archäologisch,Dat,Plur,,Pos,ADJ,,archäologischen:2
archäologisch,Dat,Sing,Neut,,PROPN,,archäologischen:1
arg,Dat,Sing,Masc,Sup,ADJ,Weak,ärgsten:1
arg,Dat,Plur,,Sup,ADJ,,ärgsten:2
arg,Acc,Plur,,Pos,ADJ,Strong,arge:1
arg,Acc,Plur,,Sup,ADJ,Strong,ärgsten:1
argentinisch,Acc,Sing,Masc,Pos,ADJ,Weak,argentinischen:1
argentinisch,Acc,Sing,Fem,Pos,ADJ,Weak,argentinische:1
argentinisch,Acc,Plur,,Pos,ADJ,Strong,argentinische:1
arglistig,Acc,Sing,Fem,Pos,ADJ,Strong,arglistige:1
arglos,Dat,Plur,,Pos,ADJ,Strong,arglosen:1
ariden,Dat,Sing,Neut,Pos,ADJ,Weak,ariden:1
arischen,Dat,Sing,Fem,Pos,ADJ,Weak,arischen:1
arm,Acc,Plur,,Pos,ADJ,Strong,arme:2
arm,Acc,Plur,,Pos,ADJ,Weak,armen:1
arm,Dat,Sing,Fem,Sup,ADJ,Weak,ärmsten:1
arm,Dat,Plur,,Pos,ADJ,,armen:19
arm,Dat,Sing,Masc,Pos,ADJ,Weak,armen:2
arm,Dat,Plur,,Cmp,ADJ,,ärmeren:2
arm,Dat,Sing,Neut,Sup,ADJ,Weak,ärmsten:1
arm,Acc,Sing,Masc,Sup,ADJ,Weak,ärmsten:1
arm,Acc,Sing,Masc,Pos,ADJ,Weak,armen:2
arm,Acc,Plur,,Sup,ADJ,Weak,ärmsten:2
arm,Dat,Sing,Fem,Pos,ADJ,Strong,armer:1
arm,Dat,Plur,,Sup,ADJ,Weak,ärmsten:1
arnumer,Dat,Sing,,,ADJ,Weak,arnumer:1
aromatisch,Acc,Sing,Neut,Pos,ADJ,Strong,aromatisches:1
aromatisiert,Acc,Sing,Masc,Pos,ADJ,Strong,aromatisierten:1
arrogant,Acc,Sing,Fem,Pos,ADJ,Strong,arrogante:2
arrogant,Dat,Sing,Neut,Pos,ADJ,Strong,arroganten:1
artenreich,Acc,Sing,Fem,Pos,ADJ,Strong,artenreiche:1
artig,Dat,Plur,,Pos,ADJ,Strong,imac-artigen:1
artig,Acc,Sing,Fem,Pos,ADJ,Strong,celeron-artige:1
ascii-kompatible,Acc,Sing,Fem,,ADJ,Strong,ascii-kompatible:1
asiatisch,Acc,Sing,Fem,Pos,ADJ,,asiatische:2
asiatisch,Dat,Sing,Masc,Pos,ADJ,Strong,asiatischen:2 | asiatischem:1
asiatisch,Dat,Sing,Masc,Pos,ADJ,Weak,asiatischen:14 | europäisch-asiatischen:1 | pazifisch-asiatischen:1
asiatisch,Dat,Sing,Fem,Pos,ADJ,,asiatischen:4
asiatisch,Acc,Plur,,Pos,ADJ,Weak,asiatischen:3
asiatisch,Acc,Plur,,Pos,ADJ,Strong,asiatische:3 | asiatischen:1
asiatisch,Acc,Sing,Masc,Pos,ADJ,,asiatischen:9
asiatisch,Dat,Plur,,Pos,ADJ,,asiatischen:18
asiatisch,Dat,Sing,Neut,Pos,ADJ,Weak,asiatischen:1
asketisch,Dat,Sing,Fem,Pos,ADJ,Weak,asketischen:1
asphaltiert,Dat,Plur,,Pos,ADJ,Strong,asphaltierten:2
asphaltiert,Acc,Sing,Fem,Pos,ADJ,Strong,asphaltierte:1
assembler-artigen,Dat,Sing,Fem,,ADJ,Weak,assembler-artigen:1
associated,Dat,Sing,Fem,Pos,ADJ,Weak,associated:1
association,Dat,,,,X,,association:1
assoziative,Acc,Sing,Fem,,ADJ,Strong,assoziative:1
assyrisch,Dat,Sing,Fem,,PROPN,,assyrischen:1
astrobiologische,Acc,Sing,Fem,,ADJ,Weak,astrobiologische:1
astronomisch,Acc,Sing,Fem,Pos,ADJ,,astronomische:3
astronomisch,Acc,Plur,,Pos,ADJ,Weak,astronomischen:2
astronomisch,Acc,Plur,,Pos,ADJ,Strong,astronomische:1
astronomisch,Dat,Plur,,Pos,ADJ,Strong,astronomischen:1
asymetrischen,Dat,Plur,,,ADJ,Strong,asymetrischen:1
asymmetrisch,Acc,Sing,Fem,Pos,ADJ,Weak,asymmetrische:1
asymmetrisch,Acc,Plur,,Pos,ADJ,Strong,asymmetrische:1
asymmetrisch,Dat,Sing,Fem,Pos,ADJ,Weak,asymmetrischen:1
asymmetrisch,Dat,Sing,Neut,Pos,ADJ,Strong,asymmetrischen:1
asymmetrisch,Dat,Plur,,Pos,ADJ,Strong,asymmetrischen:1
asymmetrisch,Acc,Sing,Masc,Pos,ADJ,Strong,asymmetrischen:1
asynchron,Dat,Sing,Neut,Pos,ADJ,Weak,asynchron:1
asynchrone,Acc,Sing,Fem,,ADJ,Strong,asynchrone:2
asynchronen,Acc,Sing,Masc,,ADJ,Weak,asynchronen:1
asynchrones,Acc,Sing,Neut,,ADJ,Strong,asynchrones:1
ata-kompatiblen,Acc,Plur,,,ADJ,Weak,ata-kompatiblen:1
atemberaubend,Dat,Sing,Masc,Pos,ADJ,Weak,atemberaubenden:1
atemberaubend,Dat,Sing,Fem,Pos,ADJ,Strong,atemberaubender:1
atemberaubend,Acc,Sing,Fem,Pos,ADJ,Weak,atemberaubende:1
atemberaubend,Acc,Sing,Neut,Pos,ADJ,Strong,atemberaubendes:1
atemlos,Dat,Sing,Masc,Pos,ADJ,Strong,atemlosen:1
atlantisch,Acc,Sing,Masc,Pos,ADJ,Weak,atlantischen:1
atomar,Dat,Plur,,Pos,ADJ,Weak,atomaren:1
atomar,Dat,Sing,Neut,Pos,ADJ,Weak,atomaren:1
atomar,Dat,Sing,Neut,Pos,ADJ,Strong,atomarem:1
atomar,Dat,Sing,Masc,Pos,ADJ,Weak,atomaren:1
atomwaffenfreie,Acc,Sing,Fem,,ADJ,Strong,atomwaffenfreie:1
attestieren,Acc,Sing,Fem,Pos,ADJ,Weak,attestierte:1
attisch,Dat,Plur,,Pos,ADJ,Weak,attischen:1
attraktiv,Dat,Plur,,,NOUN,,attraktivsten:1
attraktiv,Acc,Plur,,Cmp,ADJ,Strong,attraktivere:1
attraktiv,Acc,Sing,Neut,Pos,ADJ,Strong,attraktives:8
attraktiv,Acc,Sing,Fem,Pos,ADJ,Strong,attraktive:8
attraktiv,Dat,Plur,,Pos,ADJ,,attraktiven:8
attraktiv,Dat,Sing,Neut,Pos,ADJ,Weak,attraktiven:1
attraktiv,Dat,Sing,Masc,Pos,ADJ,Weak,attraktiven:1
attraktiv,Acc,Sing,Masc,Pos,ADJ,,attraktiven:8
attraktiv,Dat,Sing,Masc,Cmp,ADJ,Strong,attraktiveren:1
attraktiv,Dat,Sing,Fem,Pos,ADJ,,attraktiven:4
attraktiv,Acc,Plur,,Pos,ADJ,Strong,attraktive:2
attraktiv,Acc,Plur,,Pos,ADJ,Weak,attraktiven:1
audiophilen,Acc,Sing,Masc,,ADJ,Weak,audiophilen:1
audiovisuell,Acc,Plur,,Pos,ADJ,Strong,audiovisuelle:1
audiovisuell,Dat,Plur,,Pos,ADJ,Strong,audiovisuellen:4
audiovisuell,Acc,Sing,Fem,Pos,ADJ,Strong,audiovisuelle:1
audiovisuell,Dat,Sing,Neut,Pos,ADJ,Weak,audiovisuellen:1
auf,Dat,,,,ADP,,auf:12136
auf,Acc,,,,ADP,,auf:15832
aufaddierte,Acc,Sing,Fem,,ADJ,Weak,aufaddierte:1
aufarbeiten,Dat,Sing,Fem,Pos,ADJ,Strong,aufgearbeiteten:1
aufbauen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgebaute:1
aufbauen,Acc,Sing,Neut,Pos,ADJ,Strong,aufgebautes:1
aufbauen,Acc,Sing,Masc,Pos,ADJ,Weak,aufgebauten:1
aufbauen,Dat,Sing,Masc,Pos,ADJ,Strong,aufgebauten:1
aufbauen,Acc,Plur,,Pos,ADJ,Strong,aufgebaute:1
aufbauend,Acc,Plur,,Pos,ADJ,Weak,aufbauende:1
aufbereiten,Dat,Plur,,Pos,ADJ,,aufbereiteten:4
aufbereiten,Acc,Sing,Neut,Pos,ADJ,Strong,aufbereitetes:1
aufbereiten,Acc,Plur,,Pos,ADJ,Weak,aufbereiteten:1
aufbereiten,Acc,Plur,,Pos,ADJ,Strong,aufbereitete:2
aufbereiteten,Dat,Plur,,,ADJ,Strong,aufbereiteten:3
aufbohren,Acc,Sing,Masc,Pos,ADJ,Weak,aufgebohrten:1
aufbohren,Dat,Sing,Masc,Pos,ADJ,Weak,aufgebohrten:1
aufbrandenden,Dat,Sing,Fem,,ADJ,Weak,aufbrandenden:1
aufbrausend,Dat,Sing,Neut,Pos,ADJ,Strong,aufbrausendem:1
aufbringen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgebrachte:1
aufbringen,Dat,Plur,,Pos,ADJ,Strong,aufgebrachten:1
aufdrucken,Dat,Plur,,Pos,ADJ,Strong,aufgedruckten:2
aufdrucken,Dat,Sing,Fem,Pos,ADJ,Strong,aufgedruckten:1
aufeinanderfolgen,Dat,Plur,,Pos,ADJ,Strong,aufeinanderfolgen:1 | aufeinanderfolgenden:1
aufeinanderfolgen,Dat,Sing,Neut,Pos,ADJ,Weak,aufeinanderfolgenden:1
auferlegen,Acc,Plur,,Pos,ADJ,Weak,auferlegten:1
auffallen,Dat,Sing,Neut,Pos,ADJ,Weak,auffallenden:1
auffallen,Dat,Plur,,Pos,ADJ,Weak,aufgefallenen:1
auffinden,Dat,Plur,,Pos,ADJ,Weak,aufgefundenen:1
auffordern,Acc,Sing,Fem,Pos,ADJ,Weak,auffordernde:1
auffällig,Dat,Sing,Masc,Pos,ADJ,Weak,auffälligen:1
auffällig,Dat,Plur,,Pos,ADJ,Strong,auffälligen:1
auffällig,Acc,Sing,Fem,Pos,ADJ,,auffällige:2
auffällig,Dat,Plur,,Sup,ADJ,Weak,auffälligsten:2
auffällig,Acc,Sing,Fem,Sup,ADJ,Weak,auffälligste:1
auffällig,Acc,Plur,,Pos,ADJ,Strong,auffällige:2
aufführen,Dat,Sing,Masc,Pos,ADJ,Weak,aufgeführten:1
aufführen,Acc,Sing,Masc,Pos,ADJ,Weak,aufgeführten:1
aufführen,Dat,Plur,,Pos,ADJ,Weak,aufführenden:1
aufführen,Dat,Sing,Fem,Pos,ADJ,Strong,aufgeführter:1
aufgdruckter,Dat,Sing,Fem,,ADJ,Strong,aufgdruckter:1
aufgebaut,Dat,Sing,Masc,Pos,ADJ,Strong,aufgebauten:1
aufgebaut,Acc,Plur,,Pos,ADJ,Strong,aufgebaute:1
aufgeben,Dat,Plur,,Pos,ADJ,Strong,aufgegebenen:1
aufgedonnerten,Dat,Plur,,,ADJ,Strong,aufgedonnerten:1
aufgeführt,Dat,Plur,,Pos,ADJ,Weak,aufgeführten:1
aufgeführt,Dat,Sing,Neut,Pos,ADJ,Weak,aufgeführten:1
aufgehen,Acc,Sing,Masc,Pos,ADJ,Strong,aufgegangenen:1
aufgeklärt,Dat,Plur,,Pos,ADJ,Strong,aufgeklärten:1
aufgeladen,Acc,Sing,Fem,Pos,ADJ,Strong,aufgeladene:1
aufgelaufen,Acc,Plur,,Pos,ADJ,Weak,aufgelaufenen:1
aufgeschichtet,Dat,Sing,Fem,Pos,ADJ,Strong,aufgeschichteten:1
aufgespalteten,Dat,Sing,Neut,,ADJ,Weak,aufgespalteten:1
aufgestellt,Dat,Plur,,Pos,ADJ,Weak,aufgestellten:1
aufgestellt,Acc,Sing,Masc,Pos,ADJ,Weak,aufgestellten:1
aufgetreten,Acc,Sing,Fem,Pos,ADJ,Strong,aufgetretene:1
aufgetreten,Acc,Plur,,,ADV,,aufgetretene:1
aufgetreten,Dat,Sing,Fem,Pos,ADJ,Strong,aufgetretenen:1
aufgezeichnet,Acc,Sing,Masc,Pos,ADJ,Strong,aufgezeichneten:1
aufheben,Dat,Sing,Fem,Pos,ADJ,Weak,aufgehobenen:1
aufkaufen,Acc,Sing,Masc,Pos,ADJ,Weak,aufgekauften:1
aufkaufen,Acc,Plur,,Pos,ADJ,Weak,aufgekauften:1
aufkaufen,Dat,Sing,Fem,Pos,ADJ,Weak,aufgekauften:1
aufkeimen,Acc,Plur,,Pos,ADJ,Weak,aufkeimenden:1
aufkeimen,Acc,Sing,Masc,Pos,ADJ,Weak,aufkeimenden:1
aufkeimend,Acc,Sing,Masc,Pos,ADJ,Weak,aufkeimenden:1
aufklappen,Dat,Sing,Fem,Pos,ADJ,Strong,aufgeklappter:1
aufklären,Dat,Plur,,Pos,ADJ,,aufklärenden:1
aufklären,Acc,Sing,Fem,Pos,ADJ,Weak,aufgeklärte:1
aufklärenden,Dat,Plur,,Pos,ADJ,Strong,aufklärenden:1
aufklärerisch,Acc,Sing,Fem,Pos,ADJ,Strong,aufklärerische:1
aufklärerische,Acc,Sing,Fem,,ADJ,Strong,aufklärerische:1
aufkommen,Dat,Plur,,Pos,ADJ,Strong,aufkommenden:1
aufkommen,Acc,Sing,Neut,Pos,ADJ,Weak,aufgekommene:1
aufkommend,Acc,Sing,Fem,Pos,ADJ,Strong,aufkommende:1
aufladbaren,Dat,Plur,,,ADJ,Strong,aufladbaren:1
aufladen,Dat,Plur,,Pos,ADJ,Weak,aufgeladenen:1
auflaufen,Dat,Plur,,Pos,ADJ,Strong,aufgelaufenen:1
auflaufen,Acc,Plur,,Pos,ADJ,Weak,aufgelaufenen:1 | auflaufenden:1
auflaufen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgelaufene:1
auflegen,Dat,Sing,,Pos,ADJ,Weak,aufgelegten:1
auflegen,Dat,Sing,Fem,Pos,ADJ,Weak,aufgelegten:1
auflösen,Dat,Plur,,Pos,ADJ,Strong,aufgelösten:1
auflösen,Dat,Sing,Neut,Pos,ADJ,Weak,aufgelösten:1
auflösen,Dat,Sing,Neut,Pos,ADJ,Strong,auflösenden:1
auflösen,Dat,Sing,Fem,Pos,ADJ,Weak,auflösenden:1
auflösen,Acc,Sing,Masc,Pos,ADJ,Strong,auflösenden:1
auflösen,Acc,Sing,Neut,Pos,ADJ,Weak,auflösende:1
auflösen,Acc,Sing,Fem,Pos,ADJ,Weak,auflösende:1
aufmalen,Dat,Sing,Masc,Pos,ADJ,Strong,aufgemaltem:1
aufmalen,Acc,Sing,Masc,Pos,ADJ,Strong,aufgemalten:1
aufmerksam,Dat,Sing,Fem,Pos,ADJ,Weak,aufmerksamen:1
aufmerksam,Dat,Plur,,Pos,ADJ,Strong,aufmerksamen:2
aufmerksam,Dat,Sing,Neut,Pos,ADJ,Strong,aufmerksamen:1
aufmerksam,Acc,Plur,,Pos,ADJ,Strong,aufmerksame:2
aufmerksam,Acc,Sing,Neut,Pos,ADJ,Strong,aufmerksames:1
aufmontiertes,Acc,Sing,Neut,Pos,ADJ,,aufmontiertes:1
aufmunternd,Acc,Plur,,Pos,ADJ,Weak,aufmunternden:1
aufmüpfigen,Dat,Sing,Masc,,ADJ,Weak,aufmüpfigen:1
aufnehmen,Acc,Plur,,Pos,ADJ,Weak,aufgenommenen:7
aufnehmen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgenommene:1
aufnehmen,Acc,Sing,Neut,Pos,ADJ,Weak,aufzunehmende:1
aufnehmen,Dat,Sing,Neut,Pos,ADJ,Weak,aufgenommenen:1
aufnehmen,Dat,Sing,Neut,Pos,ADJ,Strong,aufgenommenem:1
aufnehmen,Dat,Plur,,Pos,ADJ,Strong,aufgenommenen:1
aufnehmen,Dat,Sing,Masc,Pos,ADJ,Strong,aufgenommenen:1
aufpolieren,Dat,Sing,Neut,Pos,ADJ,Strong,aufpoliertem:1
aufpolieren,Acc,Sing,Fem,Pos,ADJ,Strong,aufpolierte:1
aufpoppende,Acc,Sing,Neut,,ADJ,Strong,aufpoppende:1
aufpoppenden,Dat,Sing,Neut,,ADJ,Weak,aufpoppenden:1
aufpoppenden,Dat,Plur,,,ADJ,Strong,aufpoppenden:1
aufragend,Acc,Plur,,Pos,ADJ,Strong,aufragende:1
aufrecht,Acc,Sing,Fem,Pos,ADJ,Strong,aufrechte:1
aufregen,Acc,Sing,Neut,Pos,ADJ,Strong,aufregendes:1
aufregen,Dat,Sing,Fem,Pos,ADJ,Strong,aufgeregten:1
aufregen,Dat,Plur,,Pos,ADJ,Strong,aufregenden:1
aufregen,Dat,Plur,,Pos,ADJ,Weak,aufgeregten:1
aufregende,Acc,Sing,Fem,Pos,ADJ,Strong,aufregende:1
aufrollen,Dat,Sing,Masc,Pos,ADJ,Weak,aufgerollten:1
aufrufbaren,Dat,Plur,,,ADJ,Strong,aufrufbaren:1
aufräumend,Acc,Sing,Fem,Pos,ADJ,Strong,aufräumende:1
aufrüsten,Dat,Sing,Neut,Pos,ADJ,Strong,aufgerüstetem:1
aufschieben,Acc,Sing,Fem,Pos,ADJ,Strong,aufschiebende:1
aufschiebende,Acc,Sing,Fem,Pos,ADJ,Strong,aufschiebende:1
aufschlussreichen,Dat,Sing,Fem,,ADJ,Weak,aufschlussreichen:1
aufschlüsseln,Acc,Sing,Fem,Pos,ADJ,Strong,aufgeschlüsselte:1
aufsehenerregend,Dat,Plur,,Pos,ADJ,Strong,aufsehenerregenden:3
aufsehenerregend,Acc,Sing,Fem,Pos,ADJ,Weak,aufsehenerregende:1
aufsehenerregendsten,Dat,Sing,Neut,,ADJ,Weak,aufsehenerregendsten:1
aufsetzen,Dat,Plur,,Pos,ADJ,Strong,aufsetzenden:1
aufsetzenden,Acc,Sing,Masc,Pos,ADJ,Strong,aufsetzenden:1
aufsteckbare,Acc,Sing,Fem,,ADJ,Strong,aufsteckbare:1
aufsteigen,Acc,Plur,,Pos,ADJ,Strong,aufsteigende:1
aufsteigend,Acc,Plur,,Pos,ADJ,,aufsteigende:1
aufstellen,Dat,Plur,,Pos,ADJ,Weak,aufgestellten:3
aufstellen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgestellte:1
aufstocken,Dat,Sing,Masc,Pos,ADJ,Weak,aufgestockten:1
aufstocken,Acc,Plur,,Pos,ADJ,Weak,aufgestockten:1
aufstreben,Acc,Sing,Masc,Pos,ADJ,Weak,aufstrebenden:1
aufstreben,Acc,Sing,Fem,Pos,ADJ,Weak,aufstrebende:3
aufstreben,Dat,Plur,,Pos,ADJ,Weak,aufstrebenden:1
aufstreben,Acc,Plur,,Pos,ADJ,Weak,aufstrebenden:1
aufstrebend,Dat,Sing,Neut,Pos,ADJ,Weak,aufstrebendem:1
auftauchen,Acc,Plur,,Pos,ADJ,Weak,aufgetauchten:1
auftauchen,Dat,Plur,,Pos,ADJ,,auftauchenden:3
auftauchen,Acc,Sing,Neut,Pos,ADJ,Weak,auftauchende:1
auftauen,Dat,Plur,,Pos,ADJ,Strong,auftauenden:1
aufteilbaren,Dat,Plur,,,ADJ,Strong,aufteilbaren:1
auftreten,Acc,Plur,,Pos,ADJ,Weak,auftretenden:6 | aufgetretenen:2
auftreten,Acc,Plur,,Pos,ADJ,Strong,aufgetretene:2 | auftretende:1
auftreten,Dat,Plur,,Pos,ADJ,Weak,aufgetretenen:1 | auftretenden:1
auftreten,Dat,Sing,Masc,Pos,ADJ,Weak,aufgetretenen:1
auftreten,Acc,Sing,Neut,Pos,ADJ,Strong,auftretendes:1
auftretend,Dat,Plur,,Pos,ADJ,Strong,auftretenden:1
auftretenden,Acc,Plur,,Pos,ADJ,Weak,auftretenden:1
auftretenden,Dat,Plur,,Pos,ADJ,,auftretenden:2
auftretenden,Acc,Sing,Masc,Pos,ADJ,Strong,auftretenden:1
aufwachen,Dat,,,,NOUN,,aufwachen:1
aufwecken,Dat,Plur,,Pos,ADJ,Strong,aufgeweckten:1
aufwendig,Dat,Sing,Fem,Pos,ADJ,Strong,aufwendigen:3 | aufwendiger:3
aufwendig,Dat,Sing,Fem,Pos,ADJ,Weak,aufwendigen:1
aufwendig,Acc,Sing,Fem,Pos,ADJ,,aufwendige:7
aufwendig,Dat,Plur,,Pos,ADJ,Strong,aufwendigen:5
aufwendig,Acc,Sing,Masc,Pos,ADJ,Strong,aufwendigen:1
aufwendig,Dat,Sing,Masc,Pos,ADJ,Strong,aufwendigen:1
aufwendig,Dat,Sing,Masc,Cmp,ADJ,Strong,aufwendigeren:1
aufwerfen,Acc,Sing,Fem,Pos,ADJ,Weak,aufgeworfene:1
aufwerten,Acc,Sing,Masc,Pos,ADJ,Strong,aufgewerteten:1
aufwieglerisch,Acc,Plur,,Pos,ADJ,Strong,aufwieglerische:1
aufwinden,Acc,Sing,Masc,,NOUN,,aufwand:1
aufwändig,Dat,Sing,Fem,Pos,ADJ,Strong,aufwändigen:1
aufwändig,Dat,Plur,,Pos,ADJ,Strong,aufwändigen:1
aufwändig,Acc,Sing,Fem,Pos,ADJ,Weak,aufwändige:5
aufwändig,Dat,Sing,Neut,Pos,ADJ,Strong,aufwändigen:1
aufwändig,Dat,Plur,,Cmp,ADJ,Weak,aufwändigeren:1
aufwändig,Acc,Sing,Masc,Pos,ADJ,Weak,aufwändigen:1
aufwärtskompatiblen,Acc,Sing,Masc,,ADJ,Weak,aufwärtskompatiblen:1
aufwühlen,Acc,Plur,,Pos,ADJ,Weak,aufgewühlten:1
aufzeichnen,Acc,Sing,Neut,Pos,ADJ,Strong,aufgezeichnetes:1
aufzeichnen,Acc,Sing,Neut,Pos,ADJ,Weak,aufgezeichnete:1
aufzeichnen,Dat,Sing,Neut,Pos,ADJ,Weak,aufgezeichneten:2
aufzeichnen,Dat,Plur,,Pos,ADJ,Strong,aufgezeichneten:1
aufzeichnen,Dat,Sing,Fem,Pos,ADJ,Strong,aufgezeichneten:1
aufzeichnen,Acc,Plur,,Pos,ADJ,Weak,aufgezeichneten:1
aufziehbaren,Acc,Plur,,,ADJ,Strong,aufziehbaren:1
augburger,Acc,Sing,Masc,Pos,ADJ,Weak,augburger:1
augeklügelt,Acc,Sing,Masc,Pos,ADJ,Strong,augeklügelten:1
augenblicklich,Dat,Sing,Fem,Pos,ADJ,Weak,augenblicklichen:2
augenblicklich,Dat,Sing,Masc,Pos,ADJ,,augenblicklichen:2
augenscheinlich,Dat,,,Pos,ADJ,Strong,augenscheinlich:1
augenärztlich,Acc,Plur,,Pos,ADJ,Strong,augenärztliche:1
augsbuger,Dat,Sing,Masc,,ADJ,Weak,augsbuger:1
augsburger,Acc,Sing,Neut,Pos,ADJ,Weak,augsburger:3
augsburger,Acc,Sing,Fem,Pos,ADJ,Weak,augsburger:1
augsburger,Dat,Sing,Neut,Pos,ADJ,Weak,augsburger:3
augsburger,Dat,,,Pos,ADJ,Weak,augsburger:1
augsburger,Dat,Sing,Fem,Pos,ADJ,Weak,augsburger:1
augsburger,Dat,Sing,Masc,Pos,ADJ,Weak,augsburger:2
aus,Dat,,,,ADP,,aus:6679
ausarbeiten,Acc,Sing,Masc,Pos,ADJ,Strong,ausgearbeiteten:1
ausarbeiten,Acc,Plur,,Pos,ADJ,Weak,ausgearbeiteten:2
ausarbeiten,Dat,Plur,,Pos,ADJ,Weak,ausgearbeiteten:1
ausbauen,Dat,Sing,Neut,Pos,ADJ,Strong,ausgebautem:1
ausbauen,Dat,Sing,Neut,Pos,ADJ,Weak,ausgebauten:1
ausbauen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgebauten:1 | ausgebauter:1
ausbauen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgebaute:1
ausbauen,Acc,Sing,Neut,Pos,ADJ,Weak,ausgebaute:1
ausbauen,Acc,Plur,,Pos,ADJ,Strong,ausgebaute:1
ausbaufähig,Dat,Sing,Neut,Pos,ADJ,Weak,ausbaufähigen:1
ausbezahlten,Dat,Plur,,,ADJ,Strong,ausbezahlten:1
ausbilden,Dat,Plur,,Pos,ADJ,Strong,ausgebildeten:7 | ausgebildete:1
ausbilden,Dat,Plur,,Pos,ADJ,Weak,ausgebildeten:2
ausbilden,Acc,Plur,,Pos,ADJ,Strong,ausgebildete:1
ausbilden,Acc,Plur,,Pos,ADJ,Weak,ausgebildeten:1
ausbilden,Dat,Sing,Masc,Pos,ADJ,Strong,ausgebildetem:1
ausbleiben,Dat,Sing,Fem,Pos,ADJ,Strong,ausbleibender:1
ausbleibende,Acc,Plur,,Pos,ADJ,Strong,ausbleibende:1
ausbreiten,Acc,Sing,Fem,Pos,ADJ,Weak,ausbreitende:1
ausbuchen,Dat,Plur,,Pos,ADJ,,ausgebuchten:2
ausbuchen,Acc,Sing,Neut,Pos,ADJ,Weak,ausgebuchte:1
ausdehnen,Dat,Sing,Fem,Pos,ADJ,Strong,ausgedehnter:1
ausdehnen,Acc,Sing,Fem,Pos,ADJ,Strong,ausgedehnte:1
ausdehnen,Acc,Plur,,Pos,ADJ,Strong,ausgedehnte:1
ausdehnen,Dat,Sing,Neut,Pos,ADJ,,ausgedehnten:3
ausdienen,Acc,Plur,,Pos,ADJ,Strong,ausgedienten:1
ausdienen,Dat,Plur,,Pos,ADJ,Strong,ausgedienten:1
ausdifferenziert,Dat,Plur,,Pos,ADJ,Strong,ausdifferenzierten:1
ausdrucken,Dat,Sing,Fem,Pos,ADJ,Strong,ausgedruckter:1
ausdrucken,Acc,Sing,Fem,Pos,ADJ,Strong,ausgedruckte:1
ausdrucken,Dat,Sing,Neut,Pos,ADJ,Strong,ausgedruckten:1
ausdrucksvoll,Dat,Sing,Neut,Pos,ADJ,Weak,ausdrucksvollen:1
ausdrücklich,Acc,Sing,Masc,Pos,ADJ,,ausdrücklichen:6
ausdrücklich,Dat,Sing,Fem,Pos,ADJ,Strong,ausdrücklicher:5 | ausdrücklichen:1
ausdrücklich,Acc,Sing,Neut,Pos,ADJ,Strong,ausdrückliches:1
ausdrücklich,Acc,Sing,Fem,Pos,ADJ,Strong,ausdrückliche:4 | ausdrücklicher:1
ausdrücklich,Acc,Sing,Fem,Pos,ADJ,Weak,ausdrückliche:2
